tgl_hari_krj,musim_hari,hari_kerja,jml_musim_hari,tgl_hari_jam,musim_jam,jam,jml_musim_jam
,,,,2011-07-11,Fall,21.0,187.0
,,,,2011-07-12,Fall,21.0,187.0
,,,,2011-07-13,Fall,21.0,187.0
,,,,2011-07-14,Fall,21.0,187.0
,,,,2011-07-15,Fall,21.0,187.0
,,,,2011-07-16,Fall,21.0,187.0
,,,,2011-07-17,Fall,21.0,187.0
,,,,2011-07-18,Fall,21.0,187.0
,,,,2011-07-19,Fall,21.0,187.0
,,,,2011-07-20,Fall,21.0,187.0
,,,,2011-07-21,Fall,21.0,187.0
,,,,2011-07-22,Fall,21.0,187.0
,,,,2011-07-23,Fall,21.0,187.0
,,,,2011-07-24,Fall,21.0,187.0
,,,,2011-07-25,Fall,21.0,187.0
,,,,2011-07-26,Fall,21.0,187.0
,,,,2011-07-27,Fall,21.0,187.0
,,,,2011-07-28,Fall,21.0,187.0
,,,,2011-07-29,Fall,21.0,187.0
,,,,2011-07-30,Fall,21.0,187.0
,,,,2011-07-31,Fall,21.0,187.0
,,,,2011-08-01,Fall,21.0,187.0
,,,,2011-08-02,Fall,21.0,187.0
,,,,2011-08-03,Fall,21.0,187.0
,,,,2011-08-04,Fall,21.0,187.0
,,,,2011-08-05,Fall,21.0,187.0
,,,,2011-08-06,Fall,21.0,187.0
,,,,2011-08-07,Fall,21.0,187.0
,,,,2011-08-08,Fall,21.0,187.0
,,,,2011-08-09,Fall,21.0,187.0
,,,,2011-08-10,Fall,21.0,187.0
,,,,2011-08-11,Fall,21.0,187.0
,,,,2011-08-12,Fall,21.0,187.0
,,,,2011-08-13,Fall,21.0,187.0
,,,,2011-08-14,Fall,21.0,187.0
,,,,2011-08-15,Fall,21.0,187.0
,,,,2011-08-16,Fall,21.0,187.0
,,,,2011-08-17,Fall,21.0,187.0
,,,,2011-08-18,Fall,21.0,187.0
,,,,2011-08-19,Fall,21.0,187.0
,,,,2011-08-20,Fall,21.0,187.0
,,,,2011-08-21,Fall,21.0,187.0
,,,,2011-08-22,Fall,21.0,187.0
,,,,2011-08-23,Fall,21.0,187.0
,,,,2011-08-24,Fall,21.0,187.0
,,,,2011-08-25,Fall,21.0,187.0
,,,,2011-08-26,Fall,21.0,187.0
,,,,2011-08-28,Fall,21.0,187.0
,,,,2011-08-29,Fall,21.0,187.0
,,,,2011-08-30,Fall,21.0,187.0
,,,,2011-08-31,Fall,21.0,187.0
,,,,2011-09-01,Fall,21.0,187.0
,,,,2011-09-02,Fall,21.0,187.0
,,,,2011-09-03,Fall,21.0,187.0
,,,,2011-09-04,Fall,21.0,187.0
,,,,2011-09-05,Fall,21.0,187.0
,,,,2011-09-06,Fall,21.0,187.0
,,,,2011-09-07,Fall,21.0,187.0
,,,,2011-09-08,Fall,21.0,187.0
,,,,2011-09-09,Fall,21.0,187.0
,,,,2011-09-10,Fall,21.0,187.0
,,,,2011-09-11,Fall,21.0,187.0
,,,,2011-09-12,Fall,21.0,187.0
,,,,2011-09-13,Fall,21.0,187.0
,,,,2011-09-14,Fall,21.0,187.0
,,,,2011-09-15,Fall,21.0,187.0
,,,,2011-09-16,Fall,21.0,187.0
,,,,2011-09-17,Fall,21.0,187.0
,,,,2011-09-18,Fall,21.0,187.0
,,,,2011-09-19,Fall,21.0,187.0
,,,,2011-09-20,Fall,21.0,187.0
,,,,2011-09-21,Fall,21.0,187.0
,,,,2011-09-22,Fall,21.0,187.0
,,,,2012-06-21,Fall,21.0,187.0
,,,,2012-06-22,Fall,21.0,187.0
,,,,2012-06-23,Fall,21.0,187.0
,,,,2012-06-24,Fall,21.0,187.0
,,,,2012-06-25,Fall,21.0,187.0
,,,,2012-06-26,Fall,21.0,187.0
,,,,2012-06-27,Fall,21.0,187.0
,,,,2012-06-28,Fall,21.0,187.0
,,,,2012-06-29,Fall,21.0,187.0
,,,,2012-06-30,Fall,21.0,187.0
,,,,2012-07-01,Fall,21.0,187.0
,,,,2012-07-02,Fall,21.0,187.0
,,,,2012-07-03,Fall,21.0,187.0
,,,,2012-07-04,Fall,21.0,187.0
,,,,2012-07-05,Fall,21.0,187.0
,,,,2012-07-06,Fall,21.0,187.0
,,,,2012-07-07,Fall,21.0,187.0
,,,,2012-07-08,Fall,21.0,187.0
,,,,2012-07-09,Fall,21.0,187.0
,,,,2012-07-10,Fall,21.0,187.0
,,,,2012-07-11,Fall,21.0,187.0
,,,,2012-07-12,Fall,21.0,187.0
,,,,2012-07-13,Fall,21.0,187.0
,,,,2012-07-14,Fall,21.0,187.0
,,,,2012-07-15,Fall,21.0,187.0
,,,,2012-07-16,Fall,21.0,187.0
,,,,2012-07-17,Fall,21.0,187.0
,,,,2012-07-18,Fall,21.0,187.0
,,,,2012-07-19,Fall,21.0,187.0
,,,,2012-07-20,Fall,21.0,187.0
,,,,2012-07-21,Fall,21.0,187.0
,,,,2012-07-22,Fall,21.0,187.0
,,,,2012-07-23,Fall,21.0,187.0
,,,,2012-07-24,Fall,21.0,187.0
,,,,2012-07-25,Fall,21.0,187.0
,,,,2012-07-26,Fall,21.0,187.0
,,,,2012-07-27,Fall,21.0,187.0
,,,,2012-07-28,Fall,21.0,187.0
,,,,2012-07-29,Fall,21.0,187.0
,,,,2012-07-30,Fall,21.0,187.0
,,,,2012-07-31,Fall,21.0,187.0
,,,,2012-08-01,Fall,21.0,187.0
,,,,2012-08-02,Fall,21.0,187.0
,,,,2012-08-03,Fall,21.0,187.0
,,,,2012-08-04,Fall,21.0,187.0
,,,,2012-08-05,Fall,21.0,187.0
,,,,2012-08-06,Fall,21.0,187.0
,,,,2012-08-07,Fall,21.0,187.0
,,,,2012-08-08,Fall,21.0,187.0
,,,,2012-08-09,Fall,21.0,187.0
,,,,2012-08-10,Fall,21.0,187.0
,,,,2012-08-11,Fall,21.0,187.0
,,,,2012-08-12,Fall,21.0,187.0
,,,,2012-08-13,Fall,21.0,187.0
,,,,2012-08-14,Fall,21.0,187.0
,,,,2012-08-15,Fall,21.0,187.0
,,,,2012-08-16,Fall,21.0,187.0
,,,,2012-08-17,Fall,21.0,187.0
,,,,2012-08-18,Fall,21.0,187.0
,,,,2012-08-19,Fall,21.0,187.0
,,,,2012-08-20,Fall,21.0,187.0
,,,,2012-08-21,Fall,21.0,187.0
,,,,2012-08-22,Fall,21.0,187.0
,,,,2012-08-23,Fall,21.0,187.0
,,,,2012-08-24,Fall,21.0,187.0
,,,,2012-08-25,Fall,21.0,187.0
,,,,2012-08-26,Fall,21.0,187.0
,,,,2012-08-27,Fall,21.0,187.0
,,,,2012-08-28,Fall,21.0,187.0
,,,,2012-08-29,Fall,21.0,187.0
,,,,2012-08-30,Fall,21.0,187.0
,,,,2012-08-31,Fall,21.0,187.0
,,,,2012-09-01,Fall,21.0,187.0
,,,,2012-09-02,Fall,21.0,187.0
,,,,2012-09-03,Fall,21.0,187.0
,,,,2012-09-04,Fall,21.0,187.0
,,,,2012-09-05,Fall,21.0,187.0
,,,,2012-09-06,Fall,21.0,187.0
,,,,2012-09-07,Fall,21.0,187.0
,,,,2012-09-08,Fall,21.0,187.0
,,,,2012-09-09,Fall,21.0,187.0
,,,,2012-09-10,Fall,21.0,187.0
,,,,2012-09-11,Fall,21.0,187.0
,,,,2012-09-12,Fall,21.0,187.0
,,,,2012-09-13,Fall,21.0,187.0
,,,,2012-09-14,Fall,21.0,187.0
,,,,2012-09-15,Fall,21.0,187.0
,,,,2012-09-16,Fall,21.0,187.0
,,,,2012-09-17,Fall,21.0,187.0
,,,,2012-09-18,Fall,21.0,187.0
,,,,2012-09-19,Fall,21.0,187.0
,,,,2012-09-20,Fall,21.0,187.0
,,,,2012-09-21,Fall,21.0,187.0
,,,,2012-09-22,Fall,21.0,187.0
,,,,2011-06-21,Fall,22.0,187.0
,,,,2011-06-22,Fall,22.0,187.0
,,,,2011-06-23,Fall,22.0,187.0
,,,,2011-06-24,Fall,22.0,187.0
,,,,2011-06-25,Fall,22.0,187.0
,,,,2011-06-26,Fall,22.0,187.0
,,,,2011-06-27,Fall,22.0,187.0
,,,,2011-06-28,Fall,22.0,187.0
,,,,2011-06-29,Fall,22.0,187.0
,,,,2011-06-30,Fall,22.0,187.0
,,,,2011-07-01,Fall,22.0,187.0
,,,,2011-07-02,Fall,22.0,187.0
,,,,2011-07-03,Fall,22.0,187.0
,,,,2011-07-04,Fall,22.0,187.0
,,,,2011-07-05,Fall,22.0,187.0
,,,,2011-07-06,Fall,22.0,187.0
,,,,2011-07-07,Fall,22.0,187.0
,,,,2011-07-08,Fall,22.0,187.0
,,,,2011-07-09,Fall,22.0,187.0
,,,,2011-07-10,Fall,22.0,187.0
,,,,2011-07-11,Fall,22.0,187.0
,,,,2011-07-12,Fall,22.0,187.0
,,,,2011-07-13,Fall,22.0,187.0
,,,,2011-07-14,Fall,22.0,187.0
,,,,2011-07-15,Fall,22.0,187.0
,,,,2011-07-16,Fall,22.0,187.0
,,,,2011-07-17,Fall,22.0,187.0
,,,,2011-07-18,Fall,22.0,187.0
,,,,2011-07-19,Fall,22.0,187.0
,,,,2011-07-20,Fall,22.0,187.0
,,,,2011-07-21,Fall,22.0,187.0
,,,,2011-07-22,Fall,22.0,187.0
,,,,2011-07-23,Fall,22.0,187.0
,,,,2011-07-24,Fall,22.0,187.0
,,,,2011-07-25,Fall,22.0,187.0
,,,,2011-07-26,Fall,22.0,187.0
,,,,2011-07-27,Fall,22.0,187.0
,,,,2011-07-28,Fall,22.0,187.0
,,,,2011-07-29,Fall,22.0,187.0
,,,,2011-07-30,Fall,22.0,187.0
,,,,2011-07-31,Fall,22.0,187.0
,,,,2011-08-01,Fall,22.0,187.0
,,,,2011-08-02,Fall,22.0,187.0
,,,,2011-08-03,Fall,22.0,187.0
,,,,2011-08-04,Fall,22.0,187.0
,,,,2011-08-05,Fall,22.0,187.0
,,,,2011-08-06,Fall,22.0,187.0
,,,,2011-08-07,Fall,22.0,187.0
,,,,2011-08-08,Fall,22.0,187.0
,,,,2011-08-09,Fall,22.0,187.0
,,,,2011-08-10,Fall,22.0,187.0
,,,,2011-08-11,Fall,22.0,187.0
,,,,2011-08-12,Fall,22.0,187.0
,,,,2011-08-13,Fall,22.0,187.0
,,,,2011-08-14,Fall,22.0,187.0
,,,,2011-08-15,Fall,22.0,187.0
,,,,2011-08-16,Fall,22.0,187.0
,,,,2011-08-17,Fall,22.0,187.0
,,,,2011-08-18,Fall,22.0,187.0
,,,,2011-08-19,Fall,22.0,187.0
,,,,2011-08-20,Fall,22.0,187.0
,,,,2011-08-21,Fall,22.0,187.0
,,,,2011-08-22,Fall,22.0,187.0
,,,,2011-08-23,Fall,22.0,187.0
,,,,2011-08-24,Fall,22.0,187.0
,,,,2011-08-25,Fall,22.0,187.0
,,,,2011-08-26,Fall,22.0,187.0
,,,,2011-08-28,Fall,22.0,187.0
,,,,2011-08-29,Fall,22.0,187.0
,,,,2011-08-30,Fall,22.0,187.0
,,,,2011-08-31,Fall,22.0,187.0
,,,,2011-09-01,Fall,22.0,187.0
,,,,2011-09-02,Fall,22.0,187.0
,,,,2011-09-03,Fall,22.0,187.0
,,,,2011-09-04,Fall,22.0,187.0
,,,,2011-09-05,Fall,22.0,187.0
,,,,2011-09-06,Fall,22.0,187.0
,,,,2011-09-07,Fall,22.0,187.0
,,,,2011-09-08,Fall,22.0,187.0
,,,,2011-09-09,Fall,22.0,187.0
,,,,2011-09-10,Fall,22.0,187.0
,,,,2011-09-11,Fall,22.0,187.0
,,,,2011-09-12,Fall,22.0,187.0
,,,,2011-09-13,Fall,22.0,187.0
,,,,2011-09-14,Fall,22.0,187.0
,,,,2011-09-15,Fall,22.0,187.0
,,,,2011-09-16,Fall,22.0,187.0
,,,,2011-09-17,Fall,22.0,187.0
,,,,2011-09-18,Fall,22.0,187.0
,,,,2011-09-19,Fall,22.0,187.0
,,,,2011-09-20,Fall,22.0,187.0
,,,,2011-09-21,Fall,22.0,187.0
,,,,2011-09-22,Fall,22.0,187.0
,,,,2012-06-21,Fall,22.0,187.0
,,,,2012-06-22,Fall,22.0,187.0
,,,,2012-06-23,Fall,22.0,187.0
,,,,2012-06-24,Fall,22.0,187.0
,,,,2012-06-25,Fall,22.0,187.0
,,,,2012-06-26,Fall,22.0,187.0
,,,,2012-06-27,Fall,22.0,187.0
,,,,2012-06-28,Fall,22.0,187.0
,,,,2012-06-29,Fall,22.0,187.0
,,,,2012-06-30,Fall,22.0,187.0
,,,,2012-07-01,Fall,22.0,187.0
,,,,2012-07-02,Fall,22.0,187.0
,,,,2012-07-03,Fall,22.0,187.0
,,,,2012-07-04,Fall,22.0,187.0
,,,,2012-07-05,Fall,22.0,187.0
,,,,2012-07-06,Fall,22.0,187.0
,,,,2012-07-07,Fall,22.0,187.0
,,,,2012-07-08,Fall,22.0,187.0
,,,,2012-07-09,Fall,22.0,187.0
,,,,2012-07-10,Fall,22.0,187.0
,,,,2012-07-11,Fall,22.0,187.0
,,,,2012-07-12,Fall,22.0,187.0
,,,,2012-07-13,Fall,22.0,187.0
,,,,2012-07-14,Fall,22.0,187.0
,,,,2012-07-15,Fall,22.0,187.0
,,,,2012-07-16,Fall,22.0,187.0
,,,,2012-07-17,Fall,22.0,187.0
,,,,2012-07-18,Fall,22.0,187.0
,,,,2012-07-19,Fall,22.0,187.0
,,,,2012-07-20,Fall,22.0,187.0
,,,,2012-07-21,Fall,22.0,187.0
,,,,2012-07-22,Fall,22.0,187.0
,,,,2012-07-23,Fall,22.0,187.0
,,,,2012-07-24,Fall,22.0,187.0
,,,,2012-07-25,Fall,22.0,187.0
,,,,2012-07-26,Fall,22.0,187.0
,,,,2012-07-27,Fall,22.0,187.0
,,,,2012-07-28,Fall,22.0,187.0
,,,,2012-07-29,Fall,22.0,187.0
,,,,2012-07-30,Fall,22.0,187.0
,,,,2012-07-31,Fall,22.0,187.0
,,,,2012-08-01,Fall,22.0,187.0
,,,,2012-08-02,Fall,22.0,187.0
,,,,2012-08-03,Fall,22.0,187.0
,,,,2012-08-04,Fall,22.0,187.0
,,,,2012-08-05,Fall,22.0,187.0
,,,,2012-08-06,Fall,22.0,187.0
,,,,2012-08-07,Fall,22.0,187.0
,,,,2012-08-08,Fall,22.0,187.0
,,,,2012-08-09,Fall,22.0,187.0
,,,,2012-08-10,Fall,22.0,187.0
,,,,2012-08-11,Fall,22.0,187.0
,,,,2012-08-12,Fall,22.0,187.0
,,,,2012-08-13,Fall,22.0,187.0
,,,,2012-08-14,Fall,22.0,187.0
,,,,2012-08-15,Fall,22.0,187.0
,,,,2012-08-16,Fall,22.0,187.0
,,,,2012-08-17,Fall,22.0,187.0
,,,,2012-08-18,Fall,22.0,187.0
,,,,2012-08-19,Fall,22.0,187.0
,,,,2012-08-20,Fall,22.0,187.0
,,,,2012-08-21,Fall,22.0,187.0
,,,,2012-08-22,Fall,22.0,187.0
,,,,2012-08-23,Fall,22.0,187.0
,,,,2012-08-24,Fall,22.0,187.0
,,,,2012-08-25,Fall,22.0,187.0
,,,,2012-08-26,Fall,22.0,187.0
,,,,2012-08-27,Fall,22.0,187.0
,,,,2012-08-28,Fall,22.0,187.0
,,,,2012-08-29,Fall,22.0,187.0
,,,,2012-08-30,Fall,22.0,187.0
,,,,2012-08-31,Fall,22.0,187.0
,,,,2012-09-01,Fall,22.0,187.0
,,,,2012-09-02,Fall,22.0,187.0
,,,,2012-09-03,Fall,22.0,187.0
,,,,2012-09-04,Fall,22.0,187.0
,,,,2012-09-05,Fall,22.0,187.0
,,,,2012-09-06,Fall,22.0,187.0
,,,,2012-09-07,Fall,22.0,187.0
,,,,2012-09-08,Fall,22.0,187.0
,,,,2012-09-09,Fall,22.0,187.0
,,,,2012-09-10,Fall,22.0,187.0
,,,,2012-09-11,Fall,22.0,187.0
,,,,2012-09-12,Fall,22.0,187.0
,,,,2012-09-13,Fall,22.0,187.0
,,,,2012-09-14,Fall,22.0,187.0
,,,,2012-09-15,Fall,22.0,187.0
,,,,2012-09-16,Fall,22.0,187.0
,,,,2012-09-17,Fall,22.0,187.0
,,,,2012-09-18,Fall,22.0,187.0
,,,,2012-09-19,Fall,22.0,187.0
,,,,2012-09-20,Fall,22.0,187.0
,,,,2012-09-21,Fall,22.0,187.0
,,,,2012-09-22,Fall,22.0,187.0
,,,,2011-06-21,Fall,23.0,187.0
,,,,2011-06-22,Fall,23.0,187.0
,,,,2011-06-23,Fall,23.0,187.0
,,,,2011-06-24,Fall,23.0,187.0
,,,,2011-06-25,Fall,23.0,187.0
,,,,2011-06-26,Fall,23.0,187.0
,,,,2011-06-27,Fall,23.0,187.0
,,,,2011-06-28,Fall,23.0,187.0
,,,,2011-06-29,Fall,23.0,187.0
,,,,2011-06-30,Fall,23.0,187.0
,,,,2011-07-01,Fall,23.0,187.0
,,,,2011-07-02,Fall,23.0,187.0
,,,,2011-07-03,Fall,23.0,187.0
,,,,2011-07-04,Fall,23.0,187.0
,,,,2011-07-05,Fall,23.0,187.0
,,,,2011-07-06,Fall,23.0,187.0
,,,,2011-07-07,Fall,23.0,187.0
,,,,2011-07-08,Fall,23.0,187.0
,,,,2011-07-09,Fall,23.0,187.0
,,,,2011-07-10,Fall,23.0,187.0
,,,,2011-07-11,Fall,23.0,187.0
,,,,2011-07-12,Fall,23.0,187.0
,,,,2011-07-13,Fall,23.0,187.0
,,,,2011-07-14,Fall,23.0,187.0
,,,,2011-07-15,Fall,23.0,187.0
,,,,2011-07-16,Fall,23.0,187.0
,,,,2011-07-17,Fall,23.0,187.0
,,,,2011-07-18,Fall,23.0,187.0
,,,,2011-07-19,Fall,23.0,187.0
,,,,2011-07-20,Fall,23.0,187.0
,,,,2011-07-21,Fall,23.0,187.0
,,,,2011-07-22,Fall,23.0,187.0
,,,,2011-07-23,Fall,23.0,187.0
,,,,2011-07-24,Fall,23.0,187.0
,,,,2011-07-25,Fall,23.0,187.0
,,,,2011-07-26,Fall,23.0,187.0
,,,,2011-07-27,Fall,23.0,187.0
,,,,2011-07-28,Fall,23.0,187.0
,,,,2011-07-29,Fall,23.0,187.0
,,,,2011-07-30,Fall,23.0,187.0
,,,,2011-07-31,Fall,23.0,187.0
,,,,2011-08-01,Fall,23.0,187.0
,,,,2011-08-02,Fall,23.0,187.0
,,,,2011-08-03,Fall,23.0,187.0
,,,,2011-08-04,Fall,23.0,187.0
,,,,2011-08-05,Fall,23.0,187.0
,,,,2011-08-06,Fall,23.0,187.0
,,,,2011-08-07,Fall,23.0,187.0
,,,,2011-08-08,Fall,23.0,187.0
,,,,2011-08-09,Fall,23.0,187.0
,,,,2011-08-10,Fall,23.0,187.0
,,,,2011-08-11,Fall,23.0,187.0
,,,,2011-08-12,Fall,23.0,187.0
,,,,2011-08-13,Fall,23.0,187.0
,,,,2011-08-14,Fall,23.0,187.0
,,,,2011-08-15,Fall,23.0,187.0
,,,,2011-08-16,Fall,23.0,187.0
,,,,2011-08-17,Fall,23.0,187.0
,,,,2011-08-18,Fall,23.0,187.0
,,,,2011-08-19,Fall,23.0,187.0
,,,,2011-08-20,Fall,23.0,187.0
,,,,2011-08-21,Fall,23.0,187.0
,,,,2011-08-22,Fall,23.0,187.0
,,,,2011-08-23,Fall,23.0,187.0
,,,,2011-08-24,Fall,23.0,187.0
,,,,2011-08-25,Fall,23.0,187.0
,,,,2011-08-26,Fall,23.0,187.0
,,,,2011-08-28,Fall,23.0,187.0
,,,,2011-08-29,Fall,23.0,187.0
,,,,2011-08-30,Fall,23.0,187.0
,,,,2011-08-31,Fall,23.0,187.0
,,,,2011-09-01,Fall,23.0,187.0
,,,,2011-09-02,Fall,23.0,187.0
,,,,2011-09-03,Fall,23.0,187.0
,,,,2011-09-04,Fall,23.0,187.0
,,,,2011-09-05,Fall,23.0,187.0
,,,,2011-09-06,Fall,23.0,187.0
,,,,2011-09-07,Fall,23.0,187.0
,,,,2011-09-08,Fall,23.0,187.0
,,,,2011-09-09,Fall,23.0,187.0
,,,,2011-09-10,Fall,23.0,187.0
,,,,2011-09-11,Fall,23.0,187.0
,,,,2011-09-12,Fall,23.0,187.0
,,,,2011-09-13,Fall,23.0,187.0
,,,,2011-09-14,Fall,23.0,187.0
,,,,2011-09-15,Fall,23.0,187.0
,,,,2011-09-16,Fall,23.0,187.0
,,,,2011-09-17,Fall,23.0,187.0
,,,,2011-09-18,Fall,23.0,187.0
,,,,2011-09-19,Fall,23.0,187.0
,,,,2011-09-20,Fall,23.0,187.0
,,,,2011-09-21,Fall,23.0,187.0
,,,,2011-09-22,Fall,23.0,187.0
,,,,2012-06-21,Fall,23.0,187.0
,,,,2012-06-22,Fall,23.0,187.0
,,,,2012-06-23,Fall,23.0,187.0
,,,,2012-06-24,Fall,23.0,187.0
,,,,2012-06-25,Fall,23.0,187.0
,,,,2012-06-26,Fall,23.0,187.0
,,,,2012-06-27,Fall,23.0,187.0
,,,,2012-06-28,Fall,23.0,187.0
,,,,2012-06-29,Fall,23.0,187.0
,,,,2012-06-30,Fall,23.0,187.0
,,,,2012-07-01,Fall,23.0,187.0
,,,,2012-07-02,Fall,23.0,187.0
,,,,2012-07-03,Fall,23.0,187.0
,,,,2012-07-04,Fall,23.0,187.0
,,,,2012-07-05,Fall,23.0,187.0
,,,,2012-07-06,Fall,23.0,187.0
,,,,2012-07-07,Fall,23.0,187.0
,,,,2012-07-08,Fall,23.0,187.0
,,,,2012-07-09,Fall,23.0,187.0
,,,,2012-07-10,Fall,23.0,187.0
,,,,2012-07-11,Fall,23.0,187.0
,,,,2012-07-12,Fall,23.0,187.0
,,,,2012-07-13,Fall,23.0,187.0
,,,,2012-07-14,Fall,23.0,187.0
,,,,2012-07-15,Fall,23.0,187.0
,,,,2012-07-16,Fall,23.0,187.0
,,,,2012-07-17,Fall,23.0,187.0
,,,,2012-07-18,Fall,23.0,187.0
,,,,2012-07-19,Fall,23.0,187.0
,,,,2012-07-20,Fall,23.0,187.0
,,,,2012-07-21,Fall,23.0,187.0
,,,,2012-07-22,Fall,23.0,187.0
,,,,2012-07-23,Fall,23.0,187.0
,,,,2012-07-24,Fall,23.0,187.0
,,,,2012-07-25,Fall,23.0,187.0
,,,,2012-07-26,Fall,23.0,187.0
,,,,2012-07-27,Fall,23.0,187.0
,,,,2012-07-28,Fall,23.0,187.0
,,,,2012-07-29,Fall,23.0,187.0
,,,,2012-07-30,Fall,23.0,187.0
,,,,2012-07-31,Fall,23.0,187.0
,,,,2012-08-01,Fall,23.0,187.0
,,,,2012-08-02,Fall,23.0,187.0
,,,,2012-08-03,Fall,23.0,187.0
,,,,2012-08-04,Fall,23.0,187.0
,,,,2012-08-05,Fall,23.0,187.0
,,,,2012-08-06,Fall,23.0,187.0
,,,,2012-08-07,Fall,23.0,187.0
,,,,2012-08-08,Fall,23.0,187.0
,,,,2012-08-09,Fall,23.0,187.0
,,,,2012-08-10,Fall,23.0,187.0
,,,,2012-08-11,Fall,23.0,187.0
,,,,2012-08-12,Fall,23.0,187.0
,,,,2012-08-13,Fall,23.0,187.0
,,,,2012-08-14,Fall,23.0,187.0
,,,,2012-08-15,Fall,23.0,187.0
,,,,2012-08-16,Fall,23.0,187.0
,,,,2012-08-17,Fall,23.0,187.0
,,,,2012-08-18,Fall,23.0,187.0
,,,,2012-08-19,Fall,23.0,187.0
,,,,2012-08-20,Fall,23.0,187.0
,,,,2012-08-21,Fall,23.0,187.0
,,,,2012-08-22,Fall,23.0,187.0
,,,,2012-08-23,Fall,23.0,187.0
,,,,2012-08-24,Fall,23.0,187.0
,,,,2012-08-25,Fall,23.0,187.0
,,,,2012-08-26,Fall,23.0,187.0
,,,,2012-08-27,Fall,23.0,187.0
,,,,2012-08-28,Fall,23.0,187.0
,,,,2012-08-29,Fall,23.0,187.0
,,,,2012-08-30,Fall,23.0,187.0
,,,,2012-08-31,Fall,23.0,187.0
,,,,2012-09-01,Fall,23.0,187.0
,,,,2012-09-02,Fall,23.0,187.0
,,,,2012-09-03,Fall,23.0,187.0
,,,,2012-09-04,Fall,23.0,187.0
,,,,2012-09-05,Fall,23.0,187.0
,,,,2012-09-06,Fall,23.0,187.0
,,,,2012-09-07,Fall,23.0,187.0
,,,,2012-09-08,Fall,23.0,187.0
,,,,2012-09-09,Fall,23.0,187.0
,,,,2012-09-10,Fall,23.0,187.0
,,,,2012-09-11,Fall,23.0,187.0
,,,,2012-09-12,Fall,23.0,187.0
,,,,2012-09-13,Fall,23.0,187.0
,,,,2012-09-14,Fall,23.0,187.0
,,,,2012-09-15,Fall,23.0,187.0
,,,,2012-09-16,Fall,23.0,187.0
,,,,2012-09-17,Fall,23.0,187.0
,,,,2012-09-18,Fall,23.0,187.0
,,,,2012-09-19,Fall,23.0,187.0
,,,,2012-09-20,Fall,23.0,187.0
,,,,2012-09-21,Fall,23.0,187.0
,,,,2012-09-22,Fall,23.0,187.0
,,,,2011-09-23,Winter,0.0,177.0
,,,,2011-09-24,Winter,0.0,177.0
,,,,2011-09-25,Winter,0.0,177.0
,,,,2011-09-26,Winter,0.0,177.0
,,,,2011-09-27,Winter,0.0,177.0
,,,,2011-09-28,Winter,0.0,177.0
,,,,2011-09-29,Winter,0.0,177.0
,,,,2011-09-30,Winter,0.0,177.0
,,,,2011-10-01,Winter,0.0,177.0
,,,,2011-10-02,Winter,0.0,177.0
,,,,2011-10-03,Winter,0.0,177.0
,,,,2011-10-04,Winter,0.0,177.0
,,,,2011-10-05,Winter,0.0,177.0
,,,,2011-10-06,Winter,0.0,177.0
,,,,2011-10-07,Winter,0.0,177.0
,,,,2011-10-08,Winter,0.0,177.0
,,,,2011-10-09,Winter,0.0,177.0
,,,,2011-10-10,Winter,0.0,177.0
,,,,2011-10-11,Winter,0.0,177.0
,,,,2011-10-12,Winter,0.0,177.0
,,,,2011-10-13,Winter,0.0,177.0
,,,,2011-10-14,Winter,0.0,177.0
,,,,2011-10-15,Winter,0.0,177.0
,,,,2011-10-16,Winter,0.0,177.0
,,,,2011-10-17,Winter,0.0,177.0
,,,,2011-10-18,Winter,0.0,177.0
,,,,2011-10-19,Winter,0.0,177.0
,,,,2011-10-20,Winter,0.0,177.0
,,,,2011-10-21,Winter,0.0,177.0
,,,,2011-10-22,Winter,0.0,177.0
,,,,2011-10-23,Winter,0.0,177.0
,,,,2011-10-24,Winter,0.0,177.0
,,,,2011-10-25,Winter,0.0,177.0
,,,,2011-10-26,Winter,0.0,177.0
,,,,2011-10-27,Winter,0.0,177.0
,,,,2011-10-28,Winter,0.0,177.0
,,,,2011-10-29,Winter,0.0,177.0
,,,,2011-10-30,Winter,0.0,177.0
,,,,2011-10-31,Winter,0.0,177.0
,,,,2011-11-01,Winter,0.0,177.0
,,,,2011-11-02,Winter,0.0,177.0
,,,,2011-11-03,Winter,0.0,177.0
,,,,2011-11-04,Winter,0.0,177.0
,,,,2011-11-05,Winter,0.0,177.0
,,,,2011-11-06,Winter,0.0,177.0
,,,,2011-11-07,Winter,0.0,177.0
,,,,2011-11-08,Winter,0.0,177.0
,,,,2011-11-09,Winter,0.0,177.0
,,,,2011-11-10,Winter,0.0,177.0
,,,,2011-11-11,Winter,0.0,177.0
,,,,2011-11-12,Winter,0.0,177.0
,,,,2011-11-13,Winter,0.0,177.0
,,,,2011-11-14,Winter,0.0,177.0
,,,,2011-11-15,Winter,0.0,177.0
,,,,2011-11-16,Winter,0.0,177.0
,,,,2011-11-17,Winter,0.0,177.0
,,,,2011-11-18,Winter,0.0,177.0
,,,,2011-11-19,Winter,0.0,177.0
,,,,2011-11-20,Winter,0.0,177.0
,,,,2011-11-21,Winter,0.0,177.0
,,,,2011-11-22,Winter,0.0,177.0
,,,,2011-11-23,Winter,0.0,177.0
,,,,2011-11-24,Winter,0.0,177.0
,,,,2011-11-25,Winter,0.0,177.0
,,,,2011-11-26,Winter,0.0,177.0
